Date,Price,Open,High,Low,Vol.,Change%
11/02/2011,123.99,123.83,124.4,122.79,245.53M,1.63%
11/01/2011,122.0,122.03,123.51,121.52,416.57M,-2.79%
10/31/2011,125.5,127.16,128.62,125.32,228.15M,-2.41%
10/28/2011,128.6,128.0,128.85,127.8,225.91M,-0.02%
10/27/2011,128.63,127.63,129.42,124.32,343.80M,3.48%
10/26/2011,124.3,124.35,124.77,122.21,289.05M,1.02%
10/25/2011,123.05,124.89,124.95,122.78,268.60M,-1.94%
10/24/2011,125.49,124.17,125.8,124.06,203.22M,1.23%
10/21/2011,123.97,123.09,124.12,122.72,279.00M,1.90%
10/20/2011,121.66,121.43,122.1,119.82,262.08M,0.44%
10/19/2011,121.13,122.38,123.08,120.71,226.60M,-1.18%
10/18/2011,122.58,120.14,123.5,119.2,318.86M,1.95%
10/17/2011,120.23,121.99,122.55,119.93,202.31M,-1.91%
10/14/2011,122.57,121.91,122.6,121.23,211.40M,1.71%
10/13/2011,120.51,120.04,120.87,119.12,212.54M,-0.20%
10/12/2011,120.75,120.6,122.14,120.33,281.54M,0.88%
10/11/2011,119.7,118.87,120.04,118.75,209.09M,0.10%
10/10/2011,119.58,117.68,119.63,117.67,230.67M,3.34%
10/07/2011,115.71,117.17,117.25,115.06,312.66M,-0.67%
10/06/2011,116.49,114.36,116.66,113.51,257.80M,1.81%
10/05/2011,114.42,112.62,114.72,111.58,284.11M,1.85%
10/04/2011,112.34,108.35,112.58,107.43,459.18M,2.19%
10/03/2011,109.93,112.49,113.95,109.81,365.14M,-2.85%
09/30/2011,113.15,114.45,115.45,113.07,288.69M,-2.50%
09/29/2011,116.05,117.05,117.63,113.93,298.11M,0.79%
09/28/2011,115.14,117.78,118.49,114.97,286.70M,-2.04%
09/27/2011,117.54,118.53,119.56,116.84,311.75M,1.12%
09/26/2011,116.24,114.61,116.4,112.98,260.67M,2.38%
09/23/2011,113.54,112.11,114.16,112.02,307.24M,0.60%
09/22/2011,112.86,113.25,114.21,111.3,513.92M,-3.23%
09/21/2011,116.63,120.23,120.6,116.44,316.25M,-2.95%
09/20/2011,120.17,120.82,121.99,120.01,218.93M,-0.12%
09/19/2011,120.31,119.53,120.93,118.72,241.52M,-1.00%
09/16/2011,121.52,121.29,121.97,120.32,284.53M,0.07%
09/15/2011,121.43,120.65,121.47,119.4,326.78M,1.73%
09/14/2011,119.37,118.34,120.8,116.72,319.39M,1.38%
09/13/2011,117.74,117.05,118.18,116.22,272.51M,0.92%
09/12/2011,116.67,114.47,116.76,114.05,305.79M,0.65%
09/09/2011,115.92,117.68,119.06,115.28,380.20M,-2.62%
09/08/2011,119.04,119.57,120.94,118.77,250.57M,-1.04%
09/07/2011,120.29,118.76,120.34,118.36,209.80M,2.82%
09/06/2011,116.99,114.39,117.16,114.38,285.14M,-0.73%
09/02/2011,117.85,118.42,120.87,117.43,255.52M,-2.55%
09/01/2011,120.94,122.29,123.4,120.78,254.59M,-1.05%
08/31/2011,122.22,122.46,123.51,121.3,301.83M,0.44%
08/30/2011,121.68,120.83,122.43,119.26,241.32M,0.26%
08/29/2011,121.36,119.56,121.43,118.06,190.98M,2.87%
08/26/2011,117.97,115.69,118.51,113.85,314.50M,1.45%
08/25/2011,116.28,118.73,119.4,115.87,312.37M,-1.52%
08/24/2011,118.08,116.19,118.24,115.92,246.87M,1.41%
08/23/2011,116.44,113.15,116.57,112.58,331.14M,3.29%
08/22/2011,112.73,115.17,115.23,112.41,275.09M,0.08%
08/19/2011,112.64,112.96,115.88,112.5,428.28M,-1.63%
08/18/2011,114.51,116.5,119.71,113.39,512.96M,-4.31%
08/17/2011,119.67,120.25,121.2,118.72,238.20M,0.07%
08/16/2011,119.59,119.47,120.69,118.31,294.10M,-0.85%
08/15/2011,120.62,119.19,120.74,119.0,258.81M,2.12%
08/12/2011,118.12,118.4,119.22,117.28,313.73M,0.67%
08/11/2011,117.33,113.26,118.92,112.32,487.98M,4.49%
08/10/2011,112.29,115.26,116.28,111.95,662.61M,-4.42%
08/09/2011,117.48,114.07,117.64,110.27,717.83M,4.65%
08/08/2011,112.26,116.91,120.12,112.02,702.26M,-6.51%
08/05/2011,120.08,121.76,122.07,116.86,655.56M,-0.15%
08/04/2011,120.26,124.42,124.62,120.06,520.72M,-4.68%
08/03/2011,126.17,125.66,126.31,123.53,371.03M,0.54%
08/02/2011,125.49,127.81,128.5,125.49,346.65M,-2.55%
08/01/2011,128.78,130.84,130.96,127.53,325.79M,-0.43%
07/29/2011,129.33,128.91,130.55,127.97,307.04M,-0.68%
07/28/2011,130.22,130.6,131.77,130.01,207.94M,-0.29%
07/27/2011,130.6,132.59,132.63,130.43,249.02M,-2.05%
07/26/2011,133.33,133.74,133.96,133.03,131.28M,-0.37%
07/25/2011,133.83,133.3,134.49,133.16,136.65M,-0.56%
07/22/2011,134.58,134.52,134.72,133.76,126.02M,0.07%
07/21/2011,134.49,133.4,134.82,132.67,245.27M,1.39%
07/20/2011,132.65,133.07,133.15,132.42,137.15M,-0.06%
07/19/2011,132.73,131.34,132.89,131.31,166.55M,1.62%
07/18/2011,130.61,131.08,131.28,129.63,196.87M,-0.82%
07/15/2011,131.69,131.66,131.87,130.77,220.12M,0.58%
07/14/2011,130.93,132.17,132.78,130.68,226.11M,-0.69%
07/13/2011,131.84,132.09,133.22,131.52,204.06M,0.33%
07/12/2011,131.4,131.69,132.78,131.36,214.68M,-0.43%
07/11/2011,131.97,132.75,133.18,131.66,195.92M,-1.81%
07/08/2011,134.4,133.83,135.36,133.39,194.17M,-0.71%
07/07/2011,135.36,135.16,135.7,134.88,170.46M,1.04%
07/06/2011,133.97,133.49,134.14,133.11,143.33M,0.12%
07/05/2011,133.81,133.78,134.08,133.39,165.94M,-0.08%
07/01/2011,133.92,132.09,134.1,131.78,202.39M,1.48%
06/30/2011,131.97,131.14,132.18,130.71,223.50M,0.96%
06/29/2011,130.72,130.2,130.93,129.63,244.30M,0.86%
06/28/2011,129.61,128.45,129.63,128.27,165.56M,1.31%
06/27/2011,127.94,126.89,128.43,126.64,168.91M,0.89%
06/24/2011,126.81,128.27,128.37,126.62,226.13M,-1.16%
06/23/2011,128.3,127.16,128.64,126.19,334.29M,-0.29%
06/22/2011,128.67,129.05,129.81,128.59,176.89M,-0.60%
06/21/2011,129.45,128.36,129.7,127.75,193.16M,1.37%
06/20/2011,127.7,126.62,127.97,126.58,159.48M,0.51%
06/17/2011,127.05,127.93,127.94,126.62,235.00M,-0.20%
06/16/2011,127.3,127.06,127.97,126.32,308.04M,0.22%
06/15/2011,127.02,128.24,129.3,126.68,300.96M,-1.78%
06/14/2011,129.32,128.87,129.77,128.82,160.57M,1.27%
06/13/2011,127.7,127.89,128.24,127.05,207.60M,0.08%
06/10/2011,127.6,128.85,128.93,127.26,238.63M,-1.39%
06/09/2011,129.4,128.77,129.93,128.46,160.96M,0.76%
06/08/2011,128.42,128.76,129.19,128.18,198.70M,-0.42%
06/07/2011,128.96,129.7,130.07,128.85,161.81M,-0.06%
06/06/2011,129.04,130.09,130.36,128.87,179.95M,-1.06%
06/03/2011,130.42,130.15,131.42,130.08,234.69M,-0.99%
06/02/2011,131.73,131.96,132.24,130.96,200.47M,-0.11%
06/01/2011,131.87,134.51,134.92,131.76,233.09M,-2.25%
05/31/2011,134.9,134.77,134.92,133.84,164.73M,1.04%
05/27/2011,133.51,133.37,133.87,132.96,120.92M,0.38%
05/26/2011,133.0,132.03,133.24,131.78,164.98M,0.46%
05/25/2011,132.39,131.42,132.94,131.38,151.10M,0.33%
05/24/2011,131.95,132.44,132.73,131.7,147.20M,-0.08%
05/23/2011,132.06,131.98,133.65,131.59,168.80M,-1.16%
05/20/2011,133.61,134.33,134.68,133.36,182.64M,-0.79%
05/19/2011,134.68,134.8,135.03,133.94,119.58M,0.24%
05/18/2011,134.36,133.24,134.5,132.95,135.23M,0.89%
05/17/2011,133.17,132.69,133.35,132.12,192.85M,-0.02%
05/16/2011,133.19,133.56,134.61,132.97,141.77M,-0.63%
05/13/2011,134.04,135.15,135.34,133.56,157.50M,-0.77%
05/12/2011,135.08,134.08,135.36,133.39,171.65M,0.48%
05/11/2011,134.44,135.67,135.69,133.82,193.75M,-1.05%
05/10/2011,135.87,135.17,136.11,135.0,114.89M,0.85%
05/09/2011,134.72,134.19,135.11,133.98,114.13M,0.39%
05/06/2011,134.2,134.94,135.63,133.68,222.95M,0.44%
05/05/2011,133.61,134.08,134.95,133.02,227.07M,-0.90%
05/04/2011,134.83,135.67,135.73,134.23,182.82M,-0.66%
05/03/2011,135.73,135.96,136.19,135.04,138.45M,-0.36%
05/02/2011,136.22,137.07,137.18,135.95,126.31M,-0.15%
04/29/2011,136.43,136.16,136.57,135.98,115.09M,0.24%
04/28/2011,136.11,135.43,136.29,135.41,124.87M,0.32%
04/27/2011,135.67,135.05,135.87,134.5,143.10M,0.65%
04/26/2011,134.79,134.05,135.06,133.91,146.66M,0.86%
04/25/2011,133.64,133.68,133.86,133.2,65.76M,-0.10%
04/21/2011,133.78,133.79,133.84,133.1,136.21M,0.51%
04/20/2011,133.1,132.88,133.39,132.79,156.47M,1.36%
04/19/2011,131.31,130.76,131.35,130.44,124.32M,0.57%
04/18/2011,130.56,130.59,132.03,129.51,210.91M,-1.12%
04/15/2011,132.04,131.8,132.37,131.41,170.15M,0.36%
04/14/2011,131.56,130.7,131.76,130.27,161.27M,0.08%
04/13/2011,131.46,132.08,132.18,130.96,162.17M,-0.01%
04/12/2011,131.47,131.72,131.98,130.99,161.48M,-0.75%
04/11/2011,132.46,133.0,133.45,132.14,121.52M,-0.30%
04/08/2011,132.86,133.91,133.99,132.31,148.01M,-0.35%
04/07/2011,133.32,133.42,133.98,132.66,170.97M,-0.25%
04/06/2011,133.66,133.88,134.0,133.12,120.45M,0.32%
04/05/2011,133.24,133.0,133.83,132.94,121.08M,-0.02%
04/04/2011,133.26,133.43,133.67,132.88,100.77M,0.08%
04/01/2011,133.15,133.41,133.77,132.83,154.04M,0.42%
03/31/2011,132.59,132.6,132.96,132.45,132.76M,-0.14%
03/30/2011,132.77,132.55,133.16,132.36,135.90M,0.69%
03/29/2011,131.86,130.87,131.9,130.44,129.84M,0.67%
03/28/2011,130.98,131.58,131.92,130.94,109.84M,-0.24%
03/25/2011,131.3,131.24,131.87,130.89,155.77M,0.31%
03/24/2011,130.9,130.4,131.09,129.67,159.24M,0.96%
03/23/2011,129.66,128.93,130.0,128.32,148.65M,0.29%
03/22/2011,129.29,129.72,129.89,129.17,129.74M,-0.35%
03/21/2011,129.74,129.35,130.01,129.2,154.07M,1.55%
03/18/2011,127.76,128.84,128.88,127.51,230.65M,-0.07%
03/17/2011,127.85,128.0,128.39,127.1,254.52M,1.33%
03/16/2011,126.17,128.15,128.57,125.28,469.16M,-1.86%
03/15/2011,128.56,126.59,129.33,126.5,359.79M,-1.15%
03/14/2011,130.05,129.99,130.48,129.06,235.61M,-0.60%
03/11/2011,130.84,129.52,131.31,129.49,225.76M,0.69%
03/10/2011,129.94,131.0,131.18,129.81,301.67M,-1.85%
03/09/2011,132.39,132.32,132.8,131.6,153.90M,-0.14%
03/08/2011,132.58,131.64,133.0,131.07,174.71M,0.87%
03/07/2011,131.43,132.86,133.16,130.74,216.89M,-0.79%
03/04/2011,132.47,133.37,133.63,131.6,277.37M,-0.75%
03/03/2011,133.47,132.4,133.62,132.39,176.49M,1.72%
03/02/2011,131.21,130.75,131.82,130.35,200.28M,0.21%
03/01/2011,130.93,133.57,133.69,130.89,258.58M,-1.67%
02/28/2011,133.15,132.82,133.32,132.38,141.60M,0.62%
02/25/2011,132.33,131.48,132.41,131.4,141.69M,1.07%
02/24/2011,130.93,130.88,131.44,129.7,260.47M,-0.07%
02/23/2011,131.02,131.75,132.07,130.21,227.61M,-0.61%
02/22/2011,131.83,133.12,134.56,131.47,233.12M,-2.01%
02/18/2011,134.53,134.37,134.69,134.06,130.00M,0.21%
02/17/2011,134.25,133.46,134.43,133.34,109.81M,0.30%
02/16/2011,133.85,133.46,134.01,133.19,130.18M,0.63%
02/15/2011,133.01,133.02,133.22,132.32,119.58M,-0.31%
02/14/2011,133.43,133.03,133.54,132.88,101.69M,0.24%
02/11/2011,133.11,131.8,133.28,131.77,137.72M,0.60%
02/10/2011,132.32,131.6,132.47,131.3,162.71M,0.04%
02/09/2011,132.27,132.21,132.63,131.61,146.44M,-0.23%
02/08/2011,132.57,132.09,132.64,131.73,99.07M,0.45%
02/07/2011,131.97,131.44,132.4,131.43,112.44M,0.63%
02/04/2011,131.15,130.83,131.2,130.23,134.63M,0.28%
02/03/2011,130.78,130.26,130.98,129.57,145.89M,0.22%
02/02/2011,130.49,130.4,130.84,130.33,118.32M,-0.19%
02/01/2011,130.74,129.46,130.97,129.38,167.19M,1.60%
01/31/2011,128.68,128.07,128.78,127.75,149.25M,0.75%
01/28/2011,127.72,130.14,130.35,127.51,295.64M,-1.75%
01/27/2011,129.99,129.7,130.21,129.47,123.30M,0.25%
01/26/2011,129.67,129.49,130.05,129.23,141.28M,0.39%
01/25/2011,129.17,128.76,129.28,128.11,167.55M,0.05%
01/24/2011,129.1,128.28,129.25,128.26,113.72M,0.57%
01/21/2011,128.37,128.88,129.17,128.23,151.46M,0.23%
01/20/2011,128.08,127.96,128.4,127.13,175.75M,-0.13%
01/19/2011,128.25,129.41,129.54,127.91,151.96M,-0.98%
01/18/2011,129.52,129.18,129.64,129.03,114.40M,0.17%
01/14/2011,129.3,128.19,129.33,128.1,117.68M,0.72%
01/13/2011,128.37,128.63,128.69,128.05,129.23M,-0.16%
01/12/2011,128.58,128.21,128.72,127.46,107.93M,0.90%
01/11/2011,127.43,127.44,127.74,126.95,110.29M,0.35%
01/10/2011,126.98,126.58,127.16,126.2,122.40M,-0.13%
01/07/2011,127.14,127.56,127.77,126.15,156.03M,-0.20%
01/06/2011,127.39,127.69,127.83,127.01,122.52M,-0.20%
01/05/2011,127.64,126.58,127.72,126.46,133.98M,0.52%
01/04/2011,126.98,127.33,127.37,126.19,137.41M,-0.06%
01/03/2011,127.05,126.71,127.6,125.7,138.73M,1.03%
12/31/2010,125.75,125.53,125.87,125.33,91.27M,0.02%
12/30/2010,125.72,125.8,126.13,125.53,76.62M,-0.16%
12/29/2010,125.92,125.98,126.2,125.9,58.03M,0.07%
12/28/2010,125.83,125.9,125.95,125.5,55.31M,0.14%
12/27/2010,125.65,125.13,125.77,125.04,58.13M,0.04%
12/23/2010,125.6,125.64,125.78,125.29,70.08M,-0.14%
12/22/2010,125.78,125.48,125.82,125.41,78.88M,0.31%
12/21/2010,125.39,124.99,125.47,124.87,94.97M,0.63%
12/20/2010,124.6,124.64,124.9,123.98,119.09M,0.24%
12/17/2010,124.3,124.08,124.46,123.82,141.08M,-0.42%
12/16/2010,124.82,124.18,124.91,123.75,185.04M,0.58%
12/15/2010,124.1,124.44,124.93,123.89,160.82M,-0.46%
12/14/2010,124.67,124.75,125.23,124.29,147.25M,0.09%
12/13/2010,124.56,125.05,125.2,124.52,133.81M,0.06%
12/10/2010,124.48,124.14,124.6,123.73,117.57M,0.58%
12/09/2010,123.76,123.97,124.02,123.15,123.71M,0.39%
12/08/2010,123.28,122.98,123.38,122.41,138.02M,0.37%
12/07/2010,122.83,123.94,124.01,122.76,206.58M,0.06%
12/06/2010,122.76,122.63,123.04,122.5,103.05M,-0.11%
12/03/2010,122.89,122.14,123.03,122.11,151.29M,0.27%
12/02/2010,122.56,121.2,122.65,121.13,191.21M,1.28%
12/01/2010,121.01,120.2,121.24,120.19,221.04M,2.13%
11/30/2010,118.49,117.98,119.17,117.81,233.93M,-0.56%
11/29/2010,119.16,118.5,119.48,117.74,223.64M,-0.11%
11/26/2010,119.29,119.16,119.81,119.03,76.01M,-0.76%
11/24/2010,120.2,119.2,120.23,119.18,140.16M,1.48%
11/23/2010,118.45,118.77,119.02,117.99,222.31M,-1.45%
11/22/2010,120.19,119.69,120.24,118.77,181.59M,-0.08%
11/19/2010,120.29,119.9,120.34,119.25,156.85M,0.28%
11/18/2010,119.96,119.36,120.39,119.35,197.72M,1.47%
11/17/2010,118.22,118.21,118.71,117.86,172.31M,0.05%
11/16/2010,118.16,119.29,119.49,117.59,300.33M,-1.56%
11/15/2010,120.03,120.58,121.05,119.98,163.94M,-0.14%
11/12/2010,120.2,120.82,121.35,119.65,239.07M,-1.18%
11/11/2010,121.64,121.05,121.82,120.68,158.02M,-0.38%
11/10/2010,122.1,121.58,122.16,120.66,221.39M,0.40%
11/09/2010,121.61,122.82,122.95,121.12,186.62M,-0.72%
11/08/2010,122.49,122.34,122.69,121.94,155.90M,-0.19%
11/05/2010,122.72,122.34,122.92,122.18,180.65M,0.38%
11/04/2010,122.26,121.28,122.32,119.97,215.04M,1.93%
11/03/2010,119.95,119.67,120.02,118.45,226.70M,0.40%
11/02/2010,119.47,119.42,119.75,119.1,158.35M,0.79%
11/01/2010,118.53,119.07,119.75,117.85,174.07M,0.03%
10/29/2010,118.49,118.28,118.72,118.07,144.31M,0.08%
10/28/2010,118.4,119.06,119.11,117.83,168.58M,0.02%
10/27/2010,118.38,117.89,118.51,117.26,190.02M,-0.29%
10/26/2010,118.72,118.1,118.84,117.87,158.98M,0.02%
10/25/2010,118.7,119.14,119.76,118.61,151.15M,0.30%
10/22/2010,118.35,118.31,118.53,118.0,108.21M,0.19%
10/21/2010,118.13,118.4,119.09,117.21,221.55M,0.22%
10/20/2010,117.87,116.94,118.44,116.87,200.05M,0.98%
10/19/2010,116.73,117.19,117.85,116.02,280.60M,-1.31%
10/18/2010,118.28,117.74,118.67,117.31,141.50M,0.49%
10/15/2010,117.7,118.28,118.35,116.76,243.70M,0.20%
10/14/2010,117.46,117.81,118.01,116.72,217.76M,-0.39%
10/13/2010,117.92,117.66,118.55,117.38,194.35M,0.78%
10/12/2010,117.01,116.27,117.35,115.65,182.21M,0.31%
10/11/2010,116.65,116.72,116.97,116.25,103.10M,0.09%
10/08/2010,116.54,116.05,116.86,115.61,177.76M,0.56%
10/07/2010,115.89,116.5,116.53,115.19,164.86M,-0.12%
10/06/2010,116.03,116.02,116.33,115.56,148.63M,-0.01%
10/05/2010,116.04,114.8,116.32,114.67,229.63M,2.01%
10/04/2010,113.75,114.37,114.85,113.18,166.15M,-0.75%
10/01/2010,114.61,114.99,115.12,113.93,174.64M,0.42%
09/30/2010,114.13,115.05,115.79,113.59,287.11M,-0.30%
09/29/2010,114.47,114.38,114.91,114.02,179.67M,-0.17%
09/28/2010,114.67,114.42,115.04,113.18,209.21M,0.35%
09/27/2010,114.27,114.86,114.99,114.16,128.80M,-0.48%
09/24/2010,114.82,113.75,114.9,113.65,209.67M,2.06%
09/23/2010,112.5,112.49,113.67,112.18,202.35M,-0.81%
09/22/2010,113.42,113.8,114.44,113.1,191.32M,-0.49%
09/21/2010,113.98,114.3,114.84,113.51,268.63M,-0.20%
09/20/2010,114.21,112.88,114.46,112.52,214.79M,1.53%
09/17/2010,112.49,113.04,113.15,112.18,195.84M,-0.50%
09/16/2010,113.05,112.73,113.12,112.35,199.96M,-0.03%
09/15/2010,113.08,112.32,113.21,111.98,168.61M,0.38%
09/14/2010,112.65,112.5,113.29,112.08,209.82M,-0.06%
09/13/2010,112.72,112.58,112.95,112.13,178.50M,1.11%
09/10/2010,111.48,111.12,111.61,110.87,127.82M,0.50%
09/09/2010,110.92,111.65,111.68,110.62,147.02M,0.46%
09/08/2010,110.41,109.86,110.85,109.81,150.27M,0.70%
09/07/2010,109.64,110.37,110.51,109.55,141.97M,-1.13%
09/03/2010,110.89,110.54,110.99,109.95,212.20M,1.30%
09/02/2010,109.47,108.72,109.49,108.49,156.11M,0.93%
09/01/2010,108.46,106.73,108.61,106.66,267.83M,2.99%
08/31/2010,105.31,104.92,105.98,104.49,273.93M,0.00%
08/30/2010,105.31,106.58,106.91,105.3,167.24M,-1.45%
08/27/2010,106.86,105.89,106.97,104.31,272.70M,1.55%
08/26/2010,105.23,106.44,106.58,104.88,224.49M,-0.67%
08/25/2010,105.94,104.95,106.34,104.29,272.33M,0.39%
08/24/2010,105.53,105.95,106.39,104.97,280.80M,-1.48%
08/23/2010,107.12,108.04,108.57,107.07,163.49M,-0.38%
08/20/2010,107.53,107.56,107.94,106.75,209.71M,-0.32%
08/19/2010,107.88,109.22,109.49,107.43,265.85M,-1.74%
08/18/2010,109.79,109.54,110.38,108.91,182.92M,0.18%
08/17/2010,109.59,109.19,110.39,108.88,172.27M,1.23%
08/16/2010,108.26,107.57,108.61,107.18,147.90M,-0.05%
08/13/2010,108.31,108.29,108.96,108.18,158.70M,-0.29%
08/12/2010,108.63,107.65,109.02,107.6,239.54M,-0.61%
08/11/2010,109.3,110.65,110.69,109.12,273.41M,-2.74%
08/10/2010,112.38,112.03,112.98,111.37,242.92M,-0.54%
08/09/2010,112.99,112.92,113.18,112.32,120.80M,0.53%
08/06/2010,112.39,111.74,112.57,110.92,239.73M,-0.41%
08/05/2010,112.85,112.25,112.91,112.08,140.47M,-0.11%
08/04/2010,112.97,112.53,113.11,112.16,158.17M,0.67%
08/03/2010,112.22,112.48,112.77,111.85,146.66M,-0.48%
08/02/2010,112.76,111.99,112.94,111.54,188.26M,2.26%
07/30/2010,110.27,109.17,110.86,108.98,220.07M,-0.02%
07/29/2010,110.29,111.52,111.82,109.41,220.15M,-0.49%
07/28/2010,110.83,111.32,111.66,110.46,163.06M,-0.65%
07/27/2010,111.55,112.17,112.29,111.11,204.86M,-0.01%
07/26/2010,111.56,110.6,111.67,110.29,182.13M,1.04%
07/23/2010,110.41,109.24,110.57,108.93,222.02M,0.87%
07/22/2010,109.46,108.34,109.94,108.33,274.78M,2.23%
07/21/2010,107.07,109.04,109.07,106.63,264.53M,-1.30%
07/20/2010,108.48,105.87,108.56,105.82,258.16M,1.11%
07/19/2010,107.29,107.05,107.63,106.22,186.71M,0.59%
07/16/2010,106.66,109.09,109.21,106.45,282.69M,-2.75%
07/15/2010,109.68,109.61,110.06,108.17,232.34M,0.03%
07/14/2010,109.65,109.31,110.08,108.86,184.43M,-0.01%
07/13/2010,109.66,109.15,110.09,108.93,213.03M,1.51%
07/12/2010,108.03,107.6,108.24,107.15,131.28M,0.06%
07/09/2010,107.96,107.13,107.97,106.93,145.00M,0.75%
07/08/2010,107.16,107.0,107.28,105.91,210.84M,0.99%
07/07/2010,106.11,103.13,106.24,103.02,253.77M,3.15%
07/06/2010,102.87,103.64,104.37,101.88,256.94M,0.66%
07/02/2010,102.2,103.11,103.42,101.62,233.39M,-0.54%
07/01/2010,102.76,103.15,103.49,101.13,382.92M,-0.45%
06/30/2010,103.22,103.92,104.88,102.88,284.10M,-0.95%
06/29/2010,104.21,106.02,107.51,103.55,373.76M,-3.09%
06/28/2010,107.53,108.03,108.32,107.14,169.33M,-0.32%
06/25/2010,107.87,107.74,108.42,106.77,238.73M,0.42%
06/24/2010,107.42,108.69,108.83,107.14,268.69M,-1.66%
06/23/2010,109.23,109.64,110.03,108.48,254.70M,-0.31%
06/22/2010,109.57,111.41,111.9,109.41,239.36M,-1.65%
06/21/2010,111.41,113.12,113.2,110.79,213.14M,-0.29%
06/18/2010,111.73,111.83,112.13,111.37,174.01M,-0.37%
06/17/2010,112.14,112.28,112.33,111.05,263.19M,0.16%
06/16/2010,111.96,111.42,112.42,111.2,216.37M,-0.04%
06/15/2010,112.0,110.28,112.1,110.09,238.27M,2.27%
06/14/2010,109.51,110.52,111.12,109.4,207.20M,-0.15%
06/11/2010,109.68,108.19,109.75,108.12,214.13M,0.49%
06/10/2010,109.15,107.86,109.28,106.04,317.89M,2.92%
06/09/2010,106.05,107.24,108.28,105.6,268.02M,-0.53%
06/08/2010,106.62,105.57,106.83,104.65,357.77M,1.07%
06/07/2010,105.49,107.2,107.61,105.41,264.61M,-1.25%
06/04/2010,106.82,108.61,109.33,106.47,398.48M,-3.51%
06/03/2010,110.71,110.65,111.06,109.58,226.62M,0.34%
06/02/2010,110.33,108.08,110.34,107.51,240.24M,2.60%
06/01/2010,107.53,108.35,109.95,107.37,277.91M,-1.68%
05/28/2010,109.37,110.64,110.72,108.85,297.93M,-1.25%
05/27/2010,110.76,109.19,110.8,108.78,300.87M,3.35%
05/26/2010,107.17,108.48,109.47,106.85,349.72M,-0.60%
05/25/2010,107.82,105.11,107.87,104.38,396.51M,0.10%
05/24/2010,107.71,108.52,109.39,107.61,269.82M,-1.28%
05/21/2010,109.11,105.91,109.38,105.36,500.91M,1.46%
05/20/2010,107.54,109.38,109.89,107.47,530.42M,-3.78%
05/19/2010,111.76,111.77,112.77,110.36,394.76M,-0.57%
05/18/2010,112.4,114.88,115.22,112.03,360.60M,-1.36%
05/17/2010,113.95,114.2,114.52,111.77,325.94M,0.05%
05/14/2010,113.89,115.12,115.33,112.87,345.60M,-1.81%
05/13/2010,115.99,117.13,117.68,115.89,234.46M,-1.24%
05/12/2010,117.45,116.29,117.62,116.09,235.61M,1.40%
05/11/2010,115.83,115.07,117.36,114.91,317.85M,-0.28%
05/10/2010,116.16,115.81,116.65,114.91,396.16M,4.40%
05/07/2010,111.26,112.64,113.77,109.41,637.56M,-1.49%
05/06/2010,112.94,116.26,117.0,105.0,647.32M,-3.32%
05/05/2010,116.82,116.56,117.8,115.97,328.97M,-0.60%
05/04/2010,117.52,119.01,119.03,116.92,360.35M,-2.35%
05/03/2010,120.35,119.38,120.68,119.2,182.75M,1.30%
04/30/2010,118.81,120.88,121.01,118.78,270.00M,-1.70%
04/29/2010,120.86,120.1,121.11,120.07,193.77M,1.24%
04/28/2010,119.38,119.05,119.68,118.27,300.68M,0.76%
04/27/2010,118.48,120.65,121.33,118.25,355.85M,-2.37%
04/26/2010,121.35,121.85,122.12,121.23,143.46M,-0.38%
04/23/2010,121.81,120.94,121.86,120.63,177.34M,0.65%
04/22/2010,121.02,119.81,121.17,119.12,239.19M,0.30%
04/21/2010,120.66,120.95,121.23,119.99,192.91M,-0.18%
04/20/2010,120.88,120.56,120.98,119.87,157.71M,0.89%
04/19/2010,119.81,119.01,119.93,118.47,217.95M,0.38%
04/16/2010,119.36,120.86,121.28,118.75,366.88M,-1.59%
04/15/2010,121.29,120.99,121.56,120.95,144.62M,0.08%
04/14/2010,121.19,120.27,121.19,120.08,161.61M,1.13%
04/13/2010,119.83,119.62,120.04,119.0,125.13M,0.08%
04/12/2010,119.74,119.7,120.05,119.56,110.28M,0.16%
04/09/2010,119.55,119.02,119.6,118.8,133.01M,0.66%
04/08/2010,118.77,117.95,118.97,117.6,158.70M,0.35%
04/07/2010,118.36,118.8,119.36,117.81,184.58M,-0.57%
04/06/2010,119.04,118.42,119.25,118.29,110.38M,0.24%
04/05/2010,118.76,118.25,118.84,117.92,105.85M,0.81%
04/01/2010,117.8,117.8,118.25,117.1,161.22M,0.68%
03/31/2010,117.0,116.95,117.52,116.61,161.08M,-0.34%
03/30/2010,117.4,117.46,117.83,116.91,145.77M,0.07%
03/29/2010,117.32,117.17,117.53,116.69,134.51M,0.63%
03/26/2010,116.58,116.87,117.42,116.12,205.81M,-0.06%
03/25/2010,116.65,117.63,118.17,116.51,223.40M,-0.16%
03/24/2010,116.84,116.97,117.43,115.58,196.18M,-0.49%
03/23/2010,117.41,116.76,117.51,116.38,182.94M,0.70%
03/22/2010,116.59,115.31,116.8,115.24,184.48M,0.53%
03/19/2010,115.97,116.96,117.29,115.52,226.64M,-0.91%
03/18/2010,117.04,117.11,117.27,116.57,196.51M,-0.05%
03/17/2010,117.1,116.76,117.48,116.42,177.47M,0.59%
03/16/2010,116.41,115.81,116.52,115.49,168.67M,0.80%
03/15/2010,115.49,115.26,115.58,114.6,146.82M,0.03%
03/12/2010,115.46,115.95,115.97,115.14,162.07M,0.01%
